hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
哦史波定	哦史波定	NONE	γɤ-sɿ-pɤ-tiŋ	осыбодин	господин (начальник)		A:21b-03 官府 
佃下地兒/哈迷三兒	佃下地儿/哈迷三儿	NONE	t‘ie-ɕia-ti-ər /ɕia-mi-sæ̃-ər	тесядир / хамисэр	десятник / комиссар		A:21b-04 頭目  
的力貢 	的力贡 	NONE	tiə -liə -kuŋ ʔ ʔ	дилигун	драгун		A:21b-04 馬兵 
必賀的 	必贺的 	NONE	piə -xɤ-tiəʔ ʔ	биходи	пехота (пехотинец)		A:21b-04 步兵 
三達子	三达子	NONE	sæ̃-taʔ-tsɿ	сэдацзы	солдат	в словарях	A:21b-04 兵丁 
史大兒史大 	史大儿史大 	NONE	sɿ-ta-ər-sɿ-ta	сыдарсыда	староста [деревенский]		A:21b-05 鄉約 
進木史坎	进木史坎	NONE	ʨiŋ-mə -sɿ-k‘æ̃ ʔ	цзинмэсыкэ	зимушка (место)		A:21b-05 地房 
敢不浪勿	敢不浪勿	NONE	kæ̃-pəʔ-lɐ-vəʔ	гэбэлавэ	капрал (мелкий чин)		A:21b-05 小官兒
各則合	各则合	NONE	kə -tsə -xəʔ ʔ ʔ	гэцзэхэ	казак (пограничный)		A:21b-05 巡邊的 
不地牙池	不地牙池	NONE	pəʔ-ti-ia-ts‘ɿ	бэдияцы	подьячий (мелкий письмоводитель)		A:22a-01 官書吏
棒合	棒合	NONE	pɐ̃-xəʔ	бахэ	Бог		A:22a-01 神聖
非龍藏伏	非龙藏伏	NONE	fei-luŋ-ts‘ɐ-fəʔ	фэйлунцафэ	философ (святой)		A:22a-01 神仙
哦各佃的牙悞的	哦各佃的牙悞的	NONE	γɤ-kə -t‘ie-tiə -ia ʔ ʔu-tiəʔ	огэтедия уди	академия наук (ведомство по астрономии и календарю)		A:22a-01 欽天鑑
力干史坎	力干史坎	NONE	liə -kæ̃-sɿ-k‘æ̃ ʔ	лигэсыкэ	лигашка (свой человек)		A:22a-02 裡頭人
力不力尺勞未可	力不力尺劳未可	NONE	liə -pə -liə -ts‘ə - lau-vei-k‘ɤ	либэли-цэлаовэйко	люблю-человек (хороший человек)		A:22a-02 好人
戶達尺勞未可	户达尺劳未可	NONE	xu-taʔ  ts‘ə -lau- vei-k‘ɤ	худа-цэлаовэйко	худо-человек (плохой человек)		A:22a-02 賴人
補化兒史坎	补化儿史坎	NONE	pu-xua-ər-sɿ-k‘æ̃	бухуарсыкэ	бухарский (красношапочник)		A:22a-02 紅帽子
滿官兒史坎	满官儿史坎	NONE	mæ̃-kuæ̃-ər-sɿ-k‘æ̃	мэгуэрсыкэ	монгольский (монгол)		A:22a-03 達子
滿洲兒史坎	满洲儿史坎	NONE	mæ̃-tsəu-ər-sɿ-k‘æ̃	мэцзоурсыкэ	маньчжурский (знамённый)		A:22a-03 旗人
五路史坎	五路史坎	NONE	u-ləu-sɿ-k‘æ̃	улоусыкэ	русский (бухарец)		A:22a-03 回子
不兩子	不两子	NONE	pə -liɐ-tsɿ ʔ	бэляцзы	братцы (бурят)		A:22a-03 回達子
念兒史坎	念儿史坎	NONE	nie-ər-sɿ-k‘æ̃	нерсыкэ	нерска; нерчинский (европеец)		A:22a-04 西洋人
史文牙沙木	史文牙沙木	NONE	sɿ-vəŋ-ia-sa-məʔ	сывэня-самэ	своя-сам (владелец имущества)		A:22a-04 財主
何家言	何家言	NONE	xɤ-ʨia-ie	хоцзяе	хозяин (глава семьи)		A:22a-04 當家
獨凹兒利什	独凹儿利什	NONE	tuə -va-ər-li-sə  ʔ ʔ	дуварлисэ	товарищ (компаньон)		A:22a-04 夥計
不力哈什	不力哈什	NONE	pə -liə -xa-səʔ ʔ ʔ	бэлихасэ	прикаш (приказчик)		A:22a-05 掌櫃
古變子	古变子	NONE	ku-pie-tsɿ	губецзы	купец		A:22a-05 買賣人
哦羅棒子	哦罗棒子	NONE	γɤ-luɤ-pɐ-tsɿ	улобацзы	рабодза (рабочий)		A:22a-05 長工
巴失泥坎	巴失泥坎	NONE	pa-sə -ni-k‘æ̃ ʔ	басэникэ	пашник (крестьянин)		A:22a-05 莊戶人
納伏地兒	纳伏地儿	NONE	na  fə -ti-ər ʔ ʔ	на фэдир	на фатир (жить на квартире)	русское диалектное	A:22b-01 住家的
煉各兒	炼各儿	NONE	lie-kə -ər ʔ	легэр	лекарь		A:22b-01 醫生
昔力不浪泥各	昔力不浪泥各	NONE	ɕiə -liə -pə -lɐ-ni-kəʔ	силибэланигэ	серебряник (ювелир)		A:22b-01 銀匠
故昔泥各	故昔泥各	NONE	ku-ɕiəʔ-ni-kəʔ	гусинигэ	кузник (кузнец)		A:22b-01 鐵匠
淂力萬泥各	淂力万泥各	NONE	tiə -liəʔ-væ̃-ni-kəʔ ʔ	диливэнигэ	деревянник (плотник)		A:22b-02 木匠
色棒日泥各	色棒日泥各	NONE	sə -pɐ-̃zəʔ-ni-kəʔ ʔ	сэбазэнигэ	сапожник		A:22b-02 靴匠
以個泥各	以个泥各	NONE	i-kɤ-ni-kəʔ	игонигэ	иконник (живописец)		A:22b-02 畫匠
必力旺淂什坎	必力旺淂什坎	NONE	piə -liəʔ-vɐ-tiə-səʔ-k‘æ̃	биливадисэкэ	беливатишка (маляр, художник)		A:22b-02 泥匠/畫師
波兒獨納	波儿独纳	NONE	pɤ-ər-tuə -na  ʔ ʔ	бордуна	портной		A:22b-03 裁縫
泥失	泥失	NONE	ni-sə  ʔ	нисэ	нищий		A:22b-03 討吃的
費力手	费力手	NONE	fei-liəʔ-səu	фэйлисоу	плешивый (бритый)		A:22b-03 剃頭的
少各利	少各利	NONE	sau-kəʔ-li	саогэли	щёголь		A:22b-03 時行人
五門內	五门内	NONE	u-məŋ-nuei	умэннуй	умный (смышленый)		A:22b-04 伶俐人
五門內六地	五门内六地	NONE	u-məŋ-nuei liəu-ti	умэннуй люди	умный люди (умный человек)		A:22b-04 聰明人
不羅旺定內	不罗旺定内	NONE	pə -luɤ-vɐ-tiŋ-nuei ʔ	бэловадиннуй	проворный (умелый)		A:22b-04 巧妙人
力念旺兒內	力念旺儿内	NONE	liə -nie-vɐ-ər-nuei ʔ	линеварнуй	реноварный (ревностный)		A:22b-04 勤謹人
史故卜	史故卜	NONE	sɿ-ku-pəʔ	сыгубэ	скупой		A:22b-05 籽(仔)細人
昔迷兒內六地	昔迷儿内六地	NONE	ɕiə -mi-ər-nuei liəu-ti	симирнуй люди	смирный люди (благонравный человек)		A:22b-05 老實人
不料馬六地	不料马六地	NONE	pə -liau-ma liəu-ti ʔ	бэляома-люди	прямо-люди (честный человек)		A:22b-05 正經人
不兩馬六地	不两马六地	NONE	pə -liɐ-ma liəu-ti ʔ	бэляма-люди	полома-люди (плохой человек)		A:22b-05 混仗人
久洛旺兒/七吓	久洛旺儿/七吓	NONE	ʨiəu-luə  vɐ̃-ər / ʨ‘iəʔ-xa	цзюлу-вар / циха	цена-вор / чика (большой вор)		A:23a-01 大賊
旺兒	旺儿	NONE	vɐ̃-ər	вар	вор		A:23a-01 毛賊
吓的內尺勞未可	吓的内尺劳未可	NONE	xa-tiəʔ-nuei ts‘əʔ-lau-vei-k‘ɤ	хадинуй цэлаовэйко	гадный человек (мошенник)		A:23a-01 騙子手
忙什泥坎	忙什泥坎	NONE	mɐ-sə -ni-k‘æ̃ ʔ	масэникэ	мошенник (нечистая сила)		A:23a-01 毛神
罷羅羅	罢罗罗	NONE	pa-luɤ-luɤ	балоло	балоло (раб, слуга)		A:23a-02 奴才
故力凹	故力凹	NONE	ku-liə -va ʔ	гулива	гулива (парень)		A:23a-02 小伙
票各浪/衣嫖子	票各浪/衣嫖子	NONE	p‘iau-kə -lɐ /  i-p‘iau-tsɿ	пяогэла / ипяоцзы	пёгла / ипёдза (проститутка)		A:23a-02 嫖子
杜拉坎	杜拉坎	NONE	tu-la-k‘æ̃	дулакэ	дурак		A:23a-02 蠢人
棒卜	棒卜	NONE	pɐ̃-pəʔ	бабэ	поп (монах)		A:23a-03 和尚
各路合	各路合	NONE	kə -ləu-xə  ʔ ʔ	гэлоухэ	глухой		A:23a-03 聾子
黑勞賣	黑劳卖	NONE	xəʔ-lau-mai	хэлаомай	хромой		A:23a-03 拐子
什的爛	什的烂	NONE	səʔ-tiəʔ-læ̃	сэдила	шадра (рябой)		A:23a-03 疤子
昔力拜	昔力拜	NONE	ɕiəʔ-liəʔ-pai	силибай	слепой		A:23a-04 瞎子
史都利了	史都利了	NONE	sɿ-tu-li-laʔ	сыдулила	сдурила (сумасшедший)		A:23a-04 瘋子
不力世外	不力世外	NONE	pə -liəʔ-sɿ-vai ʔ	бэлисывай	плешивый (лысый)		A:23a-04 禿子
艮昧	艮昧	NONE	niŋ-mei	нинмэй	немой		A:23a-04 啞子
高力垻	高力垻	NONE	kau-liəʔ-pa	гаолиба	горба (горбатый)		A:23a-05 戈子
兩故什坎/ 失力垻的	两故什坎/ 失力垻的	NONE	liɐ̃-ku-səʔ-k‘æ̃ / sə -liə -pa-tiə	лягусэкэ / сэлибади	лягушка / шлёпать (ругательство)		A:23a-05 忘八
七令八合	七令八合	NONE	ʨ‘iə -liŋ-paʔʔ-xəʔ	цилинбахэ	черепаха		A:23a-05 龜兒
衣票喇嘛	衣票喇嘛	NONE	i-p‘iau-la-ma	ипяолама	ипёлама (ругательство)		A:23a-05 水旦
言木什坎	言木什坎	NONE	ie-məʔ-səʔ-k‘æ̃	емэсэкэ	ямщик		A:23b-01 車官兒
惟捎坎	惟捎坎	NONE	vei-sau-k‘æ̃	вэйсаокэ	высокий		A:23b-01 高身子
必史捎洛各	必史捎洛各	NONE	piəʔ-sɿ-sau-luəʔ-kəʔ	бисысаолугэ	близорукий		A:23b-01 近視眼
亞力外尺勞未可	亚力外尺劳未可	NONE	ia-liəʔ-vai ts‘əʔ-lau-vei-k‘ɤ	яливай цэлаовэйко	яривый человек (яровый человек)		A:23b-02 坎快人
各師	各师	NONE	kəʔ-sɿ	гэсы	косый (косоглазый)		A:23b-02 斜眼子
俏而頭夜毛池	俏而头夜毛池	NONE	ʨ‘iau-ər-t‘əu-ie-mau-ts‘ɿ	цяорту-емаоцы	чёрт имеется (отвратительный чёрт)		A:23b-02 惡心鬼
未笑力	未笑力	NONE	vei-ɕiau-liəʔ	вэйсяоли	весёлый		A:23b-03 紅活人
西未佃的力	西未佃的力	NONE	ɕi-vei-t‘ie-tiəʔ-liəʔ	сивэйтедили	свидетель		A:23b-03 證見人
面洛池	面洛池	NONE	mie-luə -ts‘ɿ ʔ	мелуцы	мелочи (торговец мелким товаром)		A:23b-03 倒莊兒的
謀的兒內	谋的儿内	NONE	mu-tiəʔ-ər-nuei	мудэрнуй	мудрёный (угадывать по лицу)		A:23b-04 相面的
不力牙地兒	不力牙地儿	NONE	pəʔ-liəʔ-ia-ti-ər	бэлиядир	приятель		A:23b-04 好相與
悞池淂兒	悞池淂儿	NONE	u-ts‘ɿ-tiəʔ-ər	уцыдир	учитель		A:23b-04 先生
悞池淂力泥各	悞池淂力泥各	NONE	u-ts‘ɿ-tiəʔ-liəʔ-ni-kəʔ	уцыдилинигэ	учительник (ученик)		A:23b-05 徒弟
史旺泥坎	史旺泥坎	NONE	sɿ-vɐ-ni-k‘æ̃	сываникэ	сводник (сваха)		A:23b-05 謀(媒)人
史面什內	史面什内	NONE	sɿ-mie-sə -nuei ʔ	сымесэнуй	смешной		A:23b-05 二泥(膩)子
壓勿兒	压勿儿	NONE	ia -və -ər ʔ ʔ	явэр	явый (дьявол)		A:24a-01 妖精
面木泥各	面木泥各	NONE	mie-mə -ni-kəʔ ʔ	мемэнигэ	мельник		A:24a-01 磨官兒
古墓合	古墓合	NONE	ku-mu-xəʔ	гумухэ	гумоха (злой дух)		A:24a-01 死鬼
補吓之	补吓之	NONE	pu-xa-tsɿ	бухацзы	богадза (богач)		A:24a-02 有錢人
要兒哥	要儿哥	NONE	iau-ər-kɤ	яорго	ёрга (бедняк)		A:24a-02 莫錢人
惟力彥	惟力彦	NONE	vei-liəʔ-ie	вэйлие	велия (говорящий всякий вздор)		A:24a-02 混帳那的
池史內六地	池史内六地	NONE	ts‘ɿ-sɿ-nuei liəu-ti	цысынуй люди	честный люди (порядочный человек)		A:24a-03 有福人
必史池內	必史池内	NONE	piə -sɿ-ts‘ɿ-nuei ʔ	бисыцынуй	бесчестный (человек)		A:24a-03 莫福人
無不兩面連西	无不两面连西	NONE	u-pəʔ-liɐ̃-mie-lie-ɕi	убэлямелеси	упрямец		A:24a-03 對路人
史各浪文內	史各浪文内	NONE	sɿ-kəʔ-lɐ-vəŋ-nuei	сыгэлавэннуй	скромный (достойный)		A:24a-04 大丈夫
以命泥	以命泥	NONE	i-miŋ-ni	иминни	имени (именитый)		A:24a-04 身分人
無高兒泥各	无高儿泥各	NONE	u-kau-ər-ni-kəʔ	угаорнигэ	угодник (великий мудрец)		A:24a-04 大賢人 
史當(高)兒艮坎	史当(高)儿艮坎	NONE	sɿ-tɐ(-kau)-ər-niŋ-k‘æ̃	сыгаорнинкэ	скорняк		A:24a-05 毛兒匠 
布兒賴	布儿赖	NONE	pu-ər-lai	бурлай	бурлай (бурлак)		A:24a-05 受苦人
納叉力坎	纳叉力坎	NONE	na -ts‘a-liə -k‘æ̃ ʔ ʔ	нацаликэ	начальник (чиновник)		A:24a-05 衙門中人 
借獨什坎	借独什坎	NONE	ʨie-tuə -sə -k‘æ̃ ʔ ʔ	цзедусэкэ	дедушка		A:24b-02 祖父 
巴巴什坎	巴巴什坎	NONE	pa-pa-sə -k‘æ̃ ʔ	бабасэкэ	бабушка		A:24b-02 祖母 
把九什坎	把九什坎	NONE	pa-ʨiəu-sə -k‘æ̃ ʔ	бацзюсэкэ	батюшка		A:24b-02 父親 
麻獨什坎	麻独什坎	NONE	ma-tuəʔ-səʔ-k‘æ̃	мадусэкэ	матушка		A:24b-02 母親 
加加什坎	加加什坎	NONE	ʨia-ʨia-səʔ-k‘æ̃	цзяцзясэкэ	дядюшка		A:24b-03 叔父 
叫獨什坎	叫独什坎	NONE	ʨiau-tuəʔ-səʔ-k‘æ̃	цзяодусэкэ	тётушка (жена младшего брата отца)		A:24b-03 嬸母 
借史淂	借史淂	NONE	ʨie-sɿ-tiə  ʔ	цзесыди	тесть		A:24b-03 丈人 
叫什	叫什	NONE	ʨiau-səʔ	цзяосэ	тёща		A:24b-03 丈母 
西未淂力	西未淂力	NONE	ɕi-vei-tiəʔ-liəʔ	сивэйдили	свёкор		A:24b-04 翁翁 
西未各力什坎	西未各力什坎	NONE	ɕi-vei-kəʔ-liəʔ-səʔ-k‘æ̃	сивэйгэлисэкэ	свекришка (свекровь)		A:24b-04 婆婆 
西凹獨什坎	西凹独什坎	NONE	ɕi-va-tuəʔ-səʔ-k‘æ̃	сивадусэкэ	сватушка (муж тётки по отцу)		A:24b-04 姑父 
叫獨什坎	叫独什坎	NONE	ʨiau-tuəʔ-səʔ-k‘æ̃	цзяодусэкэ	тётушка (тётка по отцу)		A:24b-04 姑娘
史凹淂	史凹淂	NONE	sɿ-va-tiəʔ	сивади	сват		A:24b-05 親家公
哦西各浪伏坎	哦西各浪伏坎	NONE	γɤ-ɕi-kəʔ-lɐ-fəʔ-k‘æ̃	осигэлафэкэ	свекровка (бабушка по матери)		A:24b-05 外婆
麻幾坎	麻几坎	NONE	ma-ʨi-k‘æ̃	мацзикэ	мачеха		A:24b-05 繼母
嫁的	嫁的	NONE	ʨia-tiəʔ	цзяди	зять (муж старшей сестры)		A:24b-05 嫁(姐)夫
不兩子	不两子	NONE	pəʔ-liɐ-tsɿ	бэляцзы	братцы (старший брат)		A:25a-01 兄
不兩弟子	不两弟子	NONE	pə -liɐ-ti-tsɿ ʔ	бэлядицзы	братец (младший брат)		A:25a-01 弟
社史淂兒	社史淂儿	NONE	sɤ-sɿ-tiəʔ-ər	сосыдир	сёстер (старшая сестра)		A:25a-01 姐姐
社史淂利子	社史淂利子	NONE	sɤ-sɿ-tiə -li-tsɿ ʔ	сосыдилицзы	сестрица (младшая сестра)		A:25a-01 妹妹
年外史坎	年外史坎	NONE	nie-vai-sɿ-k‘æ̃	невайсыкэ	невестка (жена старшего брата)		A:25a-02 嫂嫂
佃未力	佃未力	NONE	t‘ie-vei-liəʔ	тевэйли	деверь (младший брат мужа)		A:25a-02 小叔
皂勞伏坎	皂劳伏坎	NONE	tsau-lau-fəʔ-k‘æ̃	цзаолаофэкэ	золовка (младшая сестра мужа)		A:25a-02 小姑 
史勿牙成	史勿牙成	NONE	sɿ-vəʔ-ia-ts‘əŋ	сывэяцэн	своячен (младшая сестра жены)		A:25a-02 小姨子 
生林	生林	NONE	səŋ-liŋ	сэнлин	шурин (старший брат мужа)		A:25a-03 大兄哥 
烑(燒)林	烑(烧)林	NONE	sau-liŋ	саолин	шурин (младший брат жены)		A:25a-03 小舊(舅)子 
史勿牙各	史勿牙各	NONE	sɿ-və -ia-kə  ʔ ʔ	сывэягэ	свояк (муж сестры)		A:25a-03 連襟 
别力變(麵)泥	别力变(面)泥	NONE	piə -liəʔʔ-mie-ni	билимени	племянник		A:25a-03 姪兒 
别力變(麵)泥子	别力变(面)泥子	NONE	piə -liə -mie-ni-tsɿ ʔ ʔ	билименицзы	племянница		A:25a-04 姪女 
生怒什坎	生怒什坎	NONE	səŋ-nəu-səʔ-k‘æ̃	сэннусэкэ	сынушка (сын)		A:25a-04 兒子 
西怒什坎	西怒什坎	NONE	ɕi-nəu-sə -k‘æ̃ ʔ	синоусэкэ	сынушка (старший сын)		A:25a-04 大孩子 
巴林	巴林	NONE	pa-liŋ	балин	парень		A:25a-04 廝兒 
勿怒什坎	勿怒什坎	NONE	vəʔ-nəu-səʔ-k‘æ̃	вэноусэкэ	внушка (внук)		A:25a-05 孫子 
五或怒坎	五或怒坎	NONE	u-xuə?-nəu-k‘æ̃	ухуноукэ	ухнука (незаконно-рожденный)		A:25a-05 刮弟(地) 
哦羅念	哦罗念	NONE	γɤ-luɤ-nie	олоне	родня		A:25a-05 親戚 
不力牙地兒	不力牙地儿	NONE	pəʔ-liə-ia-ti-ər	бэлиядир	приятель		A:25a-05 朋友 
佃尾兒	佃尾儿	NONE	t‘ie-vei-ər	тевэйр	деверь (старший брат мужа)		A:25b-01 大伯子 
哦羅地子	哦罗地子	NONE	γɤ-luɤ-ti-tsɿ	олодицзы	родиться		A:25b-01 生族子 
迷泥尼坎	迷泥尼坎	NONE	mi-ni-ni-k‘æ̃	мининикэ	именинник (день рождения)		A:25b-01 生日 
佃尾什坎	佃尾什坎	NONE	t‘ie-vei-sə -k‘æ̃ ʔ	тевэйсэкэ	девочка		A:25b-01 女子
不利史念子	不利史念子	NONE	pə -li-sɿ-nie-tsɿ ʔ	бэлисынецзы	близнецы		A:25b-02 雙生子
哦羅變的	哦罗变的	NONE	γɤ-luɤ-pie-tiə  ʔ	олобеди	ребята (дети)		A:25b-02 孩兒們
合勞史代	合劳史代	NONE	xəʔ-lau-sɿ-tai	хэлаосыдай	холостой		A:25b-02 光棍漢
勿𡰪凹	勿𡰪凹	NONE	vəʔ-tuəʔ-va	вэдува	вдова		A:25b-02 寡婦
何家言什坎	何家言什坎	NONE	xɤ-ʨia-ie-sə -k‘æ̃	хоцзяесэкэ	хозяюшка (жена)		A:25b-03 媳婦子
佃的	佃的	NONE	t‘ie-tiə	теди	дети		A:25b-03 小孩子
不利史不兩子/不兩弟子	不利史不两子/不两弟子	NONE	pə -li-sɿ-pə -liɐ̃-tsɿ / pəʔ-liɐ-ti-tsɿ	бэлисы-бэляцзы /бэлядицзы	близ-братцы / братец (названный брат)		ʔA:25b-03 結拜
各拉史內把九什坎	各拉史内把九什坎	NONE	kə -la-sɿ-nuei pa-ʨiəu-səʔ-k‘æ̃	гэласынуй бацзюсэкэ	крёстный батюшка		ʔA:25b-03 乾父
高勞旺	高劳旺	NONE	kau-lau-vɐ̃	гаолаова	голова		A:25b-05 頭
各洛則	各洛则	NONE	kə -luə -tsə  ʔ ʔ ʔ	гэлуцзэ	глаза		A:25b-05 眼
鬧史	闹史	NONE	nau-sɿ	наосы	нос		A:25b-05 鼻 
哦羅淂	哦罗淂	NONE	γɤ-luɤ-tiə  ʔ	олоди	рот		A:25b-05 口 
岳計各	岳计各	NONE	yə -ʨi-kəʔ ʔ	юэцзигэ	язык		A:26a-01 舌 
縐卜	绉卜	NONE	tsəu-pəʔ	цзоубэ	зуб		A:26a-01 牙 
吾什	吾什	NONE	u-səʔ	усэ	уши		A:26a-01 耳 
