hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
則力布史蓋	则力布史盖	NONE	tsə -liə -pu-sɿ-kai ʔ ʔ	цзэлибусыгай	зарепускай (недомерить)		B:06b-01 偷走尺桿 
史念	史念	NONE	sɿ-nie	сыне	сними (снять)		B:06b-02 取開 
高勿旦	高勿旦	NONE	kau-vəʔ-tæ̃	гаовэдэ	когда		B:06b-02 幾時 
朝旺那𡰪朝旺哦代	朝旺那𡰪朝旺哦代	NONE	ts‘au-vɐ na-tuə ts‘au-vɐ γɤ-tai	цаова наду цаова одай	чего надо, чего отдай (продавать то, что требуется)		B:06b-02 要甚賒甚 
不必利	不必利	NONE	pə -piə -li ʔ ʔ	бэбили	побери (забирать)		B:06b-02 取力 
臥之迷	卧之迷	NONE	vɤ-tsɿ-mi	воцзыми	возьми (брать)		B:06b-02 那(拿)的去 
各力氣	各力气	NONE	kəʔ-liəʔ-ʨ‘i	гэлици	кричи		B:06b-03 吵鬧力 
的路子	的路子	NONE	tiə -ləu-tsɿ ʔ	дилоуцзы	дерутся (сердиться)		B:06b-03 生氣 
𡰪瓦各洛不氣	𡰪瓦各洛不气	NONE	tuə -va kə -luə -pə -ʨ‘i	дува гэлубэци	товар грабится (украли товар)		B:06b-03 偷了貨 
吾必染	吾必染	NONE	u-piəʔ-zæ̃	убизэ	убежать (сбежать)		B:06b-03 偷走了 
色拉的	色拉的	NONE	səʔ-la-tiəʔ	сэлади	срать (сходить по большой нужде)		B:06b-03 出恭去 
那沙的	那沙的	NONE	na-sa-tiəʔ	насади	нассать (сходить по малой нужде)		B:06b-04 小便 
高文鬧	高文闹	NONE	kau-vəŋ-nau	гаовэннао	говно		B:06b-04 糞 
俏而頭夜毛池	俏而头夜毛池	NONE	ʨ‘iau-ər-t‘əu ie-mau-ts‘ɿ	цяорту емаоци	что-то имеется (вещь, припасенная для себя)		B:06b-04 好親東西 
捧史淂力勿煉由	捧史淂力勿炼由	NONE	p‘əŋ-sɿ-tiəʔ-liəʔ-vəʔ-lie-iəu	пэнсыдиливэлияу	поздравляю		B:06b-04 到喜力 
捧史淂力勿煉由鬧尾明尼尼各	捧史淂力勿炼由闹尾明尼尼各	NONE	p‘əŋ-sɿ-tiə -liə -və -lie-iəu nau vei-miŋ-ni-ni-kəʔ	пэнсыдиливэлию наовэй миннинигэ	поздравляю новый менинник (поздравлять с днем рождения)		B:06b-04 賀生日 
哈煉的	哈炼的	NONE	xa-lie-tiə  ʔ	халеди	рад		B:06b-05 喜歡 
捧史淂力勿煉由車史泥史	捧史淂力勿炼由车史泥史	NONE	p‘əŋ-sɿ-tiəʔ-liəʔ-vəʔ-lie-iəu ts‘ɤ-sɿ-ni-sɿ	пэнсыдиливэлию цосынисы	поздравляю поженись (поздравление со вступлением в брак)		B:06b-05 賀娶親  
高勿旦車史利外	高勿旦车史利外	NONE	kau-və -tæ̃ ts‘ɤ-sɿ-li-vai	гаовэдэ цосыливай	когда счастливый (когда начнёшь торговать)		B:06b-05 幾時開市  
高史信子	高史信子	NONE	kau-sɿ-ɕiŋ-tsɿ	гаосысинцзы	гостинцы		B:06b-06 送禮  
不哥而立不洛各大而史徒	不哥而立不洛各大而史徒	NONE	pəʔ-kɤ-ər-liəʔ pəʔ-luə -kə -ta-ər-sɿ-t‘u	бэгорли бэлугэдарсыту	покорно благодарствуй (благодарю покорно)		B:06b-06 費心  
必史佃連子	必史佃连子	NONE	piə -sɿ-t‘ie-lie-tsɿ ʔ	бисытелецзы	безделица (не важно)		B:06b-06 不是個甚  
高史信子	高史信子	NONE	kau-sɿ-ɕiŋ-tsɿ	гаосысинцзы	гостинцы		B:06b-06 人情  
不尺地則波而善	不尺地则波而善	NONE	pə -ts‘ə -ti tsə -pɤ-ər-sæ̃	бэцэди цзэ боршэ	почти за больше (с большим почтением)		B:06b-07 人義重  
大喇哦代	大喇哦代	NONE	ta-la-mu γɤ-tai	даламу одай	даром отдай (отдаю тебе даром)		B:06b-07 白賒你  
捧史淂力勿煉由鬧尾遙兒	捧史淂力勿炼由闹尾遥儿	NONE	p‘əŋ-sɿ-tiəʔ-liəʔ-vəʔ-lie-iəu nau-vei iau-ər	пэнсыдиливэлею наовэй яор	поздравляю новый яр (поздравлять с новосельем)		B:06b-07 賀新房道喜  
昔而地子	昔而地子	NONE	ɕiə -ər-ti-tsɿ ʔ	сирдицзы	сердиться		B:06b-08 惱了  
念所念外喜	念所念外喜	NONE	nie suɤ-nie-vai-ɕi	не соневайси	не сомневайся (изумляться)		B:06b-08 怪力  
則共	则共	NONE	tsəʔ-kuŋ	цзэгун	закон		B:06b-08 規矩  
未而	未而	NONE	vei-ər	вэйр	вера		B:06b-08 禮義  
西明要子	西明要子	NONE	ɕi-miŋ-iau-tsɿ	симинъяоцзы	смеяться		B:06b-08 笑力  
不昔蓋	不昔盖	NONE	pə -ɕiə -kai ʔ ʔ	бэсигай	посекай (рассечь)		B:06b-08 打力  
不拉尼子	不拉尼子	NONE	pəʔ-la-ni-tsɿ	бэланицзы	браниться		B:06b-09 罵力  
不洛池	不洛池	NONE	pəʔ-luəʔ-ts‘ɿ	бэлуцы	плачь (плакать)		B:06b-09 哭力  
不洛池	不洛池	NONE	piə -ts‘a-tiə  ʔ ʔ	бицади	печаль (печалиться)		B:06b-09 氣力  
